Record{date=1518-03-08T23:46, eventType=SHIFT_BEGINS, guardId=2591}
Record{date=1518-09-23T00:46, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-23T00:52, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-23T00:53, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-23T23:58, eventType=SHIFT_BEGINS, guardId=1297}
Record{date=1518-09-24T00:23, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-24T00:30, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-24T00:50, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-24T00:57, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-24T23:58, eventType=SHIFT_BEGINS, guardId=1297}
Record{date=1518-09-25T00:42, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-25T00:55, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-25T23:59, eventType=SHIFT_BEGINS, guardId=743}
Record{date=1518-09-26T00:19, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-26T00:35, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-27T00:03, eventType=SHIFT_BEGINS, guardId=2309}
Record{date=1518-09-27T00:16, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-27T00:19, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-28T00:02, eventType=SHIFT_BEGINS, guardId=1931}
Record{date=1518-09-28T00:06, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-28T00:28, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-29T00:00, eventType=SHIFT_BEGINS, guardId=1229}
Record{date=1518-09-29T00:11, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-29T00:19, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-29T00:26, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-29T00:42, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-29T00:55, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-29T00:58, eventType=WAKE_UP, guardId=0}
Record{date=1518-09-30T00:00, eventType=SHIFT_BEGINS, guardId=2003}
Record{date=1518-09-30T00:28, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-09-30T00:59, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-01T00:01, eventType=SHIFT_BEGINS, guardId=3529}
Record{date=1518-10-01T00:57, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-01T00:58, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-01T23:59, eventType=SHIFT_BEGINS, guardId=2789}
Record{date=1518-10-02T00:27, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-02T00:37, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-02T00:45, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-02T00:47, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-02T00:57, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-02T00:59, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-02T23:58, eventType=SHIFT_BEGINS, guardId=3529}
Record{date=1518-10-03T00:35, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-03T00:40, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-03T23:56, eventType=SHIFT_BEGINS, guardId=1889}
Record{date=1518-10-04T00:30, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-04T00:51, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-04T00:55, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-04T00:56, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-04T23:56, eventType=SHIFT_BEGINS, guardId=2141}
Record{date=1518-10-05T00:16, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-05T00:48, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-05T23:53, eventType=SHIFT_BEGINS, guardId=1861}
Record{date=1518-10-06T00:02, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-06T00:19, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-06T00:29, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-06T00:37, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-06T00:41, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-06T00:58, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-07T00:00, eventType=SHIFT_BEGINS, guardId=2141}
Record{date=1518-10-07T00:16, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-07T00:57, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-08T00:01, eventType=SHIFT_BEGINS, guardId=2003}
Record{date=1518-10-08T00:19, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-08T00:20, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-08T00:36, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-08T00:53, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-09T00:00, eventType=SHIFT_BEGINS, guardId=743}
Record{date=1518-10-09T00:15, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-09T00:34, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-09T00:38, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-09T00:43, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-09T23:56, eventType=SHIFT_BEGINS, guardId=2591}
Record{date=1518-10-10T00:40, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-10T00:51, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-10T00:54, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-10T00:59, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-10T23:57, eventType=SHIFT_BEGINS, guardId=1889}
Record{date=1518-10-11T00:26, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-11T00:32, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-11T00:50, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-11T00:51, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-11T00:57, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-11T00:59, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-12T00:00, eventType=SHIFT_BEGINS, guardId=1889}
Record{date=1518-10-12T00:35, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-12T00:56, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-13T00:00, eventType=SHIFT_BEGINS, guardId=761}
Record{date=1518-10-13T00:25, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-13T00:26, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-13T00:44, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-13T00:53, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-13T23:58, eventType=SHIFT_BEGINS, guardId=1931}
Record{date=1518-10-14T00:11, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-14T00:25, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-14T00:30, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-14T00:53, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-15T00:00, eventType=SHIFT_BEGINS, guardId=1931}
Record{date=1518-10-15T00:40, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-15T00:46, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-15T23:46, eventType=SHIFT_BEGINS, guardId=443}
Record{date=1518-10-16T00:01, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-16T00:06, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-16T00:10, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-16T00:39, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-17T00:02, eventType=SHIFT_BEGINS, guardId=2141}
Record{date=1518-10-17T00:36, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-17T00:54, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-17T23:46, eventType=SHIFT_BEGINS, guardId=2789}
Record{date=1518-10-18T00:01, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-18T00:09, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-19T00:02, eventType=SHIFT_BEGINS, guardId=947}
Record{date=1518-10-19T00:10, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-19T00:56, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-19T23:52, eventType=SHIFT_BEGINS, guardId=1861}
Record{date=1518-10-20T00:02, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-20T00:26, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-20T23:53, eventType=SHIFT_BEGINS, guardId=1297}
Record{date=1518-10-21T00:05, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-21T00:23, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-21T00:33, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-21T00:42, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-22T00:03, eventType=SHIFT_BEGINS, guardId=743}
Record{date=1518-10-22T00:31, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-22T00:36, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-22T00:54, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-22T00:59, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-22T23:57, eventType=SHIFT_BEGINS, guardId=3541}
Record{date=1518-10-23T00:23, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-23T00:31, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-23T00:39, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-23T00:46, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-24T00:00, eventType=SHIFT_BEGINS, guardId=2789}
Record{date=1518-10-24T00:41, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-24T00:44, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-24T00:49, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-24T00:55, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-24T23:50, eventType=SHIFT_BEGINS, guardId=2141}
Record{date=1518-10-25T00:01, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-25T00:29, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-25T00:38, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-25T00:47, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-25T00:50, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-25T00:53, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-25T23:56, eventType=SHIFT_BEGINS, guardId=2003}
Record{date=1518-10-26T00:28, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-26T00:29, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-26T00:47, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-26T00:57, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-26T23:57, eventType=SHIFT_BEGINS, guardId=2003}
Record{date=1518-10-27T00:29, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-27T00:54, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-27T23:56, eventType=SHIFT_BEGINS, guardId=2003}
Record{date=1518-10-28T00:34, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-28T00:59, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-29T00:03, eventType=SHIFT_BEGINS, guardId=947}
Record{date=1518-10-29T00:38, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-29T00:39, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-29T00:46, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-29T00:53, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-30T00:02, eventType=SHIFT_BEGINS, guardId=2309}
Record{date=1518-10-30T00:06, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-30T00:35, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-30T00:48, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-30T00:56, eventType=WAKE_UP, guardId=0}
Record{date=1518-10-30T23:56, eventType=SHIFT_BEGINS, guardId=1931}
Record{date=1518-10-31T00:22, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-10-31T00:42, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-01T00:03, eventType=SHIFT_BEGINS, guardId=2141}
Record{date=1518-11-01T00:10, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-01T00:30, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-01T00:38, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-01T00:39, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-01T00:47, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-01T00:49, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-01T00:52, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-01T00:54, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-01T23:57, eventType=SHIFT_BEGINS, guardId=1229}
Record{date=1518-11-02T00:31, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-02T00:49, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-02T23:49, eventType=SHIFT_BEGINS, guardId=233}
Record{date=1518-11-03T00:01, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-03T00:34, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-03T00:43, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-03T00:54, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-04T00:00, eventType=SHIFT_BEGINS, guardId=3529}
Record{date=1518-11-04T00:51, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-04T00:55, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-04T23:59, eventType=SHIFT_BEGINS, guardId=467}
Record{date=1518-11-05T00:29, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-05T00:47, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-05T23:46, eventType=SHIFT_BEGINS, guardId=1229}
Record{date=1518-11-06T00:04, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-06T00:29, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-07T00:01, eventType=SHIFT_BEGINS, guardId=2003}
Record{date=1518-11-07T00:17, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-07T00:58, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-07T23:57, eventType=SHIFT_BEGINS, guardId=1297}
Record{date=1518-11-08T00:07, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-08T00:12, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-08T00:42, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-08T00:58, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-09T00:04, eventType=SHIFT_BEGINS, guardId=2003}
Record{date=1518-11-09T00:33, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-09T00:40, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-09T00:43, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-09T00:46, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-09T00:49, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-09T00:55, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-10T00:01, eventType=SHIFT_BEGINS, guardId=947}
Record{date=1518-11-10T00:16, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-10T00:50, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-10T00:53, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-10T00:55, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-11T00:02, eventType=SHIFT_BEGINS, guardId=3541}
Record{date=1518-11-11T00:30, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-11T00:54, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-11T23:56, eventType=SHIFT_BEGINS, guardId=761}
Record{date=1518-11-12T00:10, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-12T00:54, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-13T00:03, eventType=SHIFT_BEGINS, guardId=1783}
Record{date=1518-11-13T00:17, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-13T00:49, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-14T00:04, eventType=SHIFT_BEGINS, guardId=2141}
Record{date=1518-11-14T00:34, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-14T00:46, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-14T23:58, eventType=SHIFT_BEGINS, guardId=2309}
Record{date=1518-11-15T00:08, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-15T00:55, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-15T23:59, eventType=SHIFT_BEGINS, guardId=1889}
Record{date=1518-11-16T00:10, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-16T00:25, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-16T00:49, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-16T00:58, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-17T00:04, eventType=SHIFT_BEGINS, guardId=233}
Record{date=1518-11-17T00:21, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-17T00:41, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-17T23:58, eventType=SHIFT_BEGINS, guardId=1889}
Record{date=1518-11-18T00:16, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-18T00:20, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-18T00:24, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-18T00:42, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-18T23:58, eventType=SHIFT_BEGINS, guardId=2003}
Record{date=1518-11-19T00:24, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-19T00:35, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-19T00:42, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-19T00:47, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-19T23:57, eventType=SHIFT_BEGINS, guardId=2141}
Record{date=1518-11-20T00:21, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-20T00:43, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-21T00:03, eventType=SHIFT_BEGINS, guardId=2521}
Record{date=1518-11-21T23:58, eventType=SHIFT_BEGINS, guardId=2003}
Record{date=1518-11-22T00:38, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-22T00:54, eventType=WAKE_UP, guardId=0}
Record{date=1518-11-22T23:53, eventType=SHIFT_BEGINS, guardId=2003}
Record{date=1518-11-23T00:05, eventType=FALL_ASLEEP, guardId=0}
Record{date=1518-11-23T00:57, eventType=WAKE_UP, guardId=0}
